ds,yhat,yhat_lower,yhat_upper,actual,trend,weekly,yearly
2025-04-08,200.30583270928093,193.32210727468578,206.8196638307453,195.6170563458714,181.404229990422,-0.17139285266561285,5.941214650666821
2025-04-09,202.16330510490087,196.51417352301138,208.10508074080337,196.0052865883841,181.50116703270223,0.48455694257930226,7.1151157263415135
2025-04-10,202.86353205967387,196.7401590415926,209.26308194907924,198.86800042389942,181.59810407498244,0.07164150685819362,8.19385235601265
2025-04-11,203.8706596194554,197.53362035277377,210.08565478870892,204.2436733641037,181.6950411172627,0.07296673323008881,9.15972856499106
2025-04-12,204.4464168674081,197.88529253335585,210.78711362221924,203.7748712956281,181.7919781595429,-0.23372551345495046,9.99809938202642
2025-04-13,205.15409470191855,198.91034313183013,211.71979545199113,203.33802647206124,181.8889152018231,-0.27233644999552004,10.697616573173942
2025-04-14,206.07541510336853,199.82017544974403,212.01528940325298,208.57188248229184,181.9858522441033,0.048289633448826134,11.2503850931913
2025-04-15,206.30485121738465,199.76721487529102,213.68149460402614,211.503853890594,182.08278928638353,-0.17139285266509416,11.6520279796245
2025-04-16,207.25580259055852,200.56979879952698,213.52718989124173,211.13859510413272,182.17972632866375,0.48455694257845644,11.90165993123505
2025-04-17,206.98456965769884,201.30480766551048,213.3589411465567,213.22331322623788,182.27666337094396,0.07164150685733812,12.001772288563169
2025-04-18,206.97821156917428,201.0882550245543,213.13804357245354,212.39494571695718,182.37360041322418,0.07296673322955055,11.958034501285862
2025-04-19,206.5213187472521,199.6992091113692,212.54273406102521,211.60547338829934,182.47053745550443,-0.23372551345302126,11.779019359612715
2025-04-20,206.19940687504007,200.39967632290865,212.65520040118574,213.1132053190182,182.56747449778464,-0.2723364499958065,11.475861225683945
2025-04-21,206.11521047354805,200.28210888430957,212.52366563393804,207.7764870370852,182.66438822020393,0.048289633448059574,11.061858173600575
2025-04-22,205.38256750757986,198.7608421573253,211.33864812227097,203.03324247128552,182.76130194262322,-0.1713928526659483,10.552030289598585
2025-04-23,205.43207914054344,199.5686798201586,211.61083205973597,201.18330901833522,182.8582156650425,0.48455694257877274,9.962647363253751
2025-04-24,204.33473304095813,198.14139837146382,210.69383667203974,199.2160546785905,182.95512938746182,0.07164150685740242,9.310739793248858
2025-04-25,203.58946666833424,197.60776270498755,209.35757108271264,200.53909285515277,183.05204310988114,0.07296673322901227,8.613606725419716
2025-04-26,202.48973179398104,196.19772375051585,208.76891140603416,198.69711615600502,183.14895683230043,-0.23372551345429793,7.8883352358556955
2025-04-27,201.6267709615733,195.64211125631593,208.072684170735,195.42744688808142,183.24587055471972,-0.27233644999638157,7.1513437791630885
2025-04-28,201.10590873818185,195.3484032132858,207.34058906645348,200.49913865296048,183.34278427713903,0.048289633447292944,6.417962163074436
2025-04-29,200.0404313426162,193.74972992786235,206.92195979713307,200.5082656054744,183.43969799955835,-0.17139285266588566,5.702059018121417
2025-04-30,199.85746815591074,193.5745111262221,206.11166914090452,201.3679108432072,183.53661172197764,0.4845569425785744,5.015726145902583
2025-05-01,198.6218240886642,191.95045649747883,204.55853002246366,197.3121873466014,183.63352544439692,0.07164150685746667,4.369027301439833
2025-05-02,197.82384739454528,191.61706258261768,203.50772521645897,196.61388973384783,183.73043916380826,0.07296673322987399,3.7698169495064433
2025-05-03,196.74636051298341,190.55103560132085,203.12150623733552,197.78738704103785,183.82735288321956,-0.233725513452156,3.223632392343459
2025-05-04,195.96835263883702,189.07682673077403,202.14888680288965,195.33289723869015,183.9242666026309,-0.27233644999517953,2.7336604603167083
2025-05-05,195.58172368057683,189.51146224314317,201.97943767281953,197.15539950717556,184.02118032204223,0.048289633447605465,2.300777752202029
2025-05-06,194.68563911525248,188.17304503129182,200.53684692214708,196.67148674834,184.11809404145356,-0.17139285266582296,1.9236612718820467
2025-05-07,194.69289475851073,188.02651821045566,201.25086448550172,196.14155853476066,184.21500776086486,0.48455694257889076,1.5989642942048254
2025-05-08,193.65422593406635,187.68964471504165,199.99798802047604,194.32472368799333,184.3119214802762,0.07164150685833007,1.3215504617613476
2025-05-09,200.04968369281173,194.19818365615296,205.70806584903312,200.01978822058248,184.4088351996875,0.0729667332307357,1.0847775167750535
