ds,yhat,yhat_lower,yhat_upper,actual,trend,weekly,yearly
2025-04-08,168.80740882202485,162.92435226753574,174.2946286780826,164.86670710512936,152.87653569537395,-0.1453298227921592,5.008247455999802
2025-04-09,170.37589182991428,165.61709068699204,175.381214909619,165.19390884754043,152.95827767440417,0.4081732101081302,5.999852469397046
2025-04-10,170.971148371402,165.81284853459104,176.36209826988247,167.6066136099065,153.0400196534344,0.06294992374020296,6.9112582502407935
2025-04-11,171.82190082126127,166.48360956925598,177.05738271541946,172.1372486817205,153.12176163246463,0.0637511288406582,7.7275007841265255
2025-04-12,172.30667019190705,166.7796107621284,177.6480424942364,171.74214073583164,153.20350361149485,-0.19735752948952712,8.436187354162112
2025-04-13,172.90311055636698,167.64340440912213,178.4340251368838,171.37396646246947,153.28524559052508,-0.2318796586131112,9.027704861964272
2025-04-14,173.68273376289102,168.41335010959608,178.68645516632307,175.78507775300764,153.3669875695553,0.03969274820608143,9.495352889420012
2025-04-15,173.8777674527726,168.37049419390488,180.0918161911342,178.2561530285628,153.44872954858553,-0.14532982279172363,9.835399552821768
2025-04-16,174.68115321735615,169.04889593654752,179.96413957049344,177.94831170587867,153.53047152761573,0.40817321010740865,10.047060322771749
2025-04-17,174.45628009725232,169.6716760447279,179.82601983279613,179.70531908782274,153.61221350664596,0.06294992373948252,10.132402071845021
2025-04-18,174.4512056441732,169.48953471652862,179.64021835391247,179.00716818994542,153.69395548567616,0.06375112884020284,10.096176609268044
2025-04-19,174.06374958243617,168.31683739571002,179.13616074188883,178.34179827993972,153.77569746470638,-0.1973575294879039,9.94558981296204
2025-04-20,173.7903346895062,168.90466970188123,179.2286639557571,179.61251977661416,153.8574394437366,-0.23187965861335214,9.690014123919429
2025-04-21,173.72024511651486,168.80646852850964,179.11869677223453,175.11471582063206,153.93918142070964,0.03969274820543739,9.340653581936609
2025-04-22,173.10205742396863,167.52394799101953,178.11943094867038,171.11709349073135,154.02092339768268,-0.14532982279244286,8.910171718249337
2025-04-23,173.14326211514867,168.20396286485152,178.3482137130105,169.55796341051854,154.10266537465571,0.4081732101076781,8.412293451057737
2025-04-24,172.21968027892186,167.00244508507788,177.57655844486294,167.89995489586977,154.18440735162875,0.06294992373953856,7.8613926345808895
2025-04-25,171.5894351168365,166.55047660706225,176.44845839886415,169.01501588093296,154.26614932860178,0.06375112883974754,7.272077081119085
2025-04-26,170.65786894454735,165.35751177734838,175.94741950312326,167.46259177934584,154.34789130557482,-0.19735752948898194,6.658782707926641
2025-04-27,169.92628369345,164.88483528097498,175.3562898284241,164.70690362211127,154.42963328254785,-0.23187965861383744,6.035387965979418
2025-04-28,169.48617632897162,164.6360815002206,174.7382409059504,168.98134234615284,154.51137525952092,0.03969274820479331,5.414858903924582
2025-04-29,168.58572342655745,163.2864669570701,174.38268973893594,168.9890345721529,154.59311723649392,-0.14532982279238968,4.80893413508232
2025-04-30,168.4295295257823,163.1367968888461,173.69803820964248,169.71354644382228,154.67485921346696,0.40817321010751006,4.22785764262799
2025-05-01,167.38823863260114,161.76831081580767,172.38929101975558,166.29536916263444,154.75660119044002,0.06294992373959461,3.6801658199628164
2025-05-02,166.71275684706464,161.48419131823798,171.50082805465829,165.70684160708993,154.83833844265868,0.06375112884047267,3.172533446300788
2025-05-03,165.79949161190376,160.58057984767586,171.16988355968616,166.69586904900723,154.92007569487737,-0.19735752948716664,2.709681492786295
2025-05-04,165.1394282830249,159.33404016409582,170.34588039294832,164.6272168624581,155.00181294709603,-0.23187965861282508,2.294347795468024
2025-05-05,164.81275155649226,159.69919265853616,170.2021549040756,166.16322784897233,155.0835501993147,0.039692748205057,1.9273197724632403
2025-05-06,164.05573052284933,158.56955274120622,168.9847597011026,165.75538456288214,155.16528745153337,-0.14532982279233644,1.6075265575801028
2025-05-07,164.06087448290126,158.44515109671957,169.5852764869374,165.30875929815858,155.24702470375203,0.40817321010777946,1.3321862229044894
2025-05-08,163.18694667768722,158.16241228497736,168.53090120054077,163.77752483355866,155.3287619559707,0.06294992374031548,1.0970022166474185
2025-05-09,168.65436069768072,163.7250853464864,173.42095447971306,168.57734420400794,155.41049920818938,0.06375112884119787,0.8964017924436942
2025-05-10,168.65014960736278,163.30062511388934,174.01192203453954,168.5554524864989,155.49223646040804,-0.19735752948824473,0.7238080892838481
2025-05-11,166.07338992326416,160.38153476302165,171.47614933464172,165.97750398972536,155.5739737126267,-0.2318796586143193,0.5719366669279201
2025-05-12,167.87873081492197,163.1819299875349,173.5445199845438,167.78197082632627,155.65571096484538,0.03969274820532068,0.4331067311562034
2025-05-13,165.10301647629788,159.9590057345003,170.6299913120525,165.01496602753463,155.73744821706404,-0.14532982279190085,0.29955701012587405
2025-05-14,165.2094200971781,159.857832090161,170.13146279902972,165.125045003863,155.8191854454031,0.40817321010783025,0.16375627108695404
2025-05-15,159.53471983468145,154.27057056051507,164.60223814426524,160.6418970080308,155.90092267374217,0.06294992373959504,0.018698791549784932
2025-05-16,158.94473538960332,153.49223772583971,163.75389626572203,157.22733706238688,155.98265990208125,0.06375112884074254,-0.1418242929387695
2025-05-17,158.0603155307726,152.65101515495127,163.16562672833734,157.51077184229422,156.06439713042033,-0.19735752948797214,-0.32298597213468805
2025-05-18,157.36750845593357,152.0547645583531,162.7898672999917,158.94936086372581,156.14613435875938,-0.23187965861330695,-0.5287237800534996
2025-05-19,156.94483820043524,152.01666477829684,163.28831410027846,159.07400747894903,156.22787158709846,0.03969274820527018,-0.7615854531801484
2025-05-20,156.0301894777507,150.60683429778808,161.17786681409828,158.7031606525,156.30960881543757,-0.1453298227930025,-1.0226241736298496
2025-05-21,155.82085642211237,151.08735813948218,161.57805138572883,157.7486162198975,156.39134604377662,0.40817321010809965,-1.31134617307451
2025-05-22,154.68334721051798,149.3737152317472,159.4981960959092,153.85498951342785,156.4730832721157,0.06294992374042757,-1.6257118390581935
2025-05-23,153.86769321613747,148.84248653480873,159.11015369992134,152.17146027362293,156.55482050045475,0.0637511288402872,-1.9621898159372055
2025-05-24,152.77264393002008,148.06767071143545,157.85611540840375,150.562381211539,156.63655772879386,-0.19735752948750757,-2.31586197712812
2025-05-25,151.89461835237407,147.04350823290767,157.15572712861854,152.2332150100826,156.7182949571329,-0.2318796586135479,-2.6805756110915486
2025-05-26,151.32207913453516,146.3931897845025,156.58747654018356,152.36518073108607,156.80003216626386,0.03969274820462612,-3.0491377550504843
2025-05-27,150.30208101486397,144.71007824506367,155.61160752095986,147.8417105646775,156.88176937539478,-0.14532982279256687,-3.4135453683506367
2025-05-28,150.0400075505942,144.48931528371827,155.23893790039313,147.97951934486153,156.9635065845257,0.4081732101081504,-3.765243996423367
2025-05-29,148.90909762263425,144.27756127740213,154.63488720659956,146.75830955010306,157.04524379365665,0.0629499237397071,-4.095406765530835
2025-05-30,148.16451848207208,142.99945387272257,153.7358055144473,144.64036494220514,157.1269810027876,0.0637511288396791,-4.395224989095876
2025-05-31,147.2083734802523,141.43319459732996,152.856388459158,145.61114101354562,157.20871821191852,-0.19735752948723492,-4.656201372974063
